,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,type,ID,Parent,Name,gbkey,transl_table,source,phase,end_range,partial,start_range
CDS_NC_009641.1_96536_97775_pos,NWMN_RS00425,WP_000431234.1,,96536,97775,pos,,O-antigen ligase family protein,Genbank:WP_000431234.1,COORDINATES: similar to AA sequence:RefSeq:YP_498692.1,CDS,cds-WP_000431234.1,gene-NWMN_RS00425,WP_000431234.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_97764_99195_pos,NWMN_RS00430,WP_000834084.1,,97764,99195,pos,,lipopolysaccharide biosynthesis protein,Genbank:WP_000834084.1,COORDINATES: similar to AA sequence:RefSeq:YP_498693.1,CDS,cds-WP_000834084.1,gene-NWMN_RS00430,WP_000834084.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_99462_100062_pos,NWMN_RS00435,WP_000874681.1,,99462,100062,pos,,Superoxide dismutase [Mn/Fe] 2,Genbank:WP_000874681.1,COORDINATES: similar to AA sequence:RefSeq:YP_498694.1,CDS,cds-WP_000874681.1,gene-NWMN_RS00435,WP_000874681.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_100429_101155_pos,NWMN_RS00440,WP_000731959.1,sasD,100429,101155,pos,,cell-wall-anchored protein SasD,Genbank:WP_000731959.1,COORDINATES: similar to AA sequence:RefSeq:WP_070002951.1,CDS,cds-WP_000731959.1,gene-NWMN_RS00440,WP_000731959.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_101346_102102_neg,NWMN_RS00445,WP_001789411.1,,101346,102102,neg,,GntR family transcriptional regulator,Genbank:WP_001789411.1,COORDINATES: similar to AA sequence:RefSeq:YP_498696.1,CDS,cds-WP_001789411.1,gene-NWMN_RS00445,WP_001789411.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_102337_103045_pos,NWMN_RS00455,WP_000843292.1,deoD,102337,103045,pos,,purine-nucleoside phosphorylase,Genbank:WP_000843292.1,COORDINATES: similar to AA sequence:RefSeq:YP_498698.1,CDS,cds-WP_000843292.1,gene-NWMN_RS00455,WP_000843292.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_103051_104404_pos,NWMN_RS00460,WP_001100300.1,tet(38),103051,104404,pos,,tetracycline efflux MFS transporter Tet(38),Genbank:WP_001100300.1,COORDINATES: similar to AA sequence:RefSeq:WP_001100300.1,CDS,cds-WP_001100300.1,gene-NWMN_RS00460,WP_001100300.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_104484_105147_pos,NWMN_RS00465,WP_000667269.1,deoC,104484,105147,pos,,deoxyribose-phosphate aldolase,Genbank:WP_000667269.1,COORDINATES: similar to AA sequence:RefSeq:YP_498700.1,CDS,cds-WP_000667269.1,gene-NWMN_RS00465,WP_000667269.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_105174_106353_pos,NWMN_RS00470,WP_000197806.1,deoB,105174,106353,pos,,phosphopentomutase,Genbank:WP_000197806.1,COORDINATES: similar to AA sequence:RefSeq:YP_498701.1,CDS,cds-WP_000197806.1,gene-NWMN_RS00470,WP_000197806.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_106483_107299_neg,NWMN_RS00475,WP_000191092.1,phnE,106483,107299,neg,,"phosphonate ABC transporter, permease protein PhnE",Genbank:WP_000191092.1,COORDINATES: similar to AA sequence:RefSeq:YP_498702.1,CDS,cds-WP_000191092.1,gene-NWMN_RS00475,WP_000191092.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_107295_108096_neg,NWMN_RS00480,WP_001127689.1,phnE,107295,108096,neg,,"phosphonate ABC transporter, permease protein PhnE",Genbank:WP_001127689.1,COORDINATES: similar to AA sequence:RefSeq:YP_498703.1,CDS,cds-WP_001127689.1,gene-NWMN_RS00480,WP_001127689.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_108097_108871_neg,NWMN_RS00485,WP_000078092.1,phnC,108097,108871,neg,,phosphonate ABC transporter ATP-binding protein,Genbank:WP_000078092.1,COORDINATES: similar to AA sequence:RefSeq:YP_498704.1,CDS,cds-WP_000078092.1,gene-NWMN_RS00485,WP_000078092.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_109084_110041_neg,NWMN_RS00490,WP_000787672.1,,109084,110041,neg,,phosphate/phosphite/phosphonate ABC transporter substrate-binding protein,Genbank:WP_000787672.1,COORDINATES: similar to AA sequence:RefSeq:YP_498705.1,CDS,cds-WP_000787672.1,gene-NWMN_RS00490,WP_000787672.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_110269_111814_pos,NWMN_RS00495,WP_000725596.1,,110269,111814,pos,,hypothetical protein,Genbank:WP_000725596.1,COORDINATES: similar to AA sequence:RefSeq:YP_498706.1,CDS,cds-WP_000725596.1,gene-NWMN_RS00495,WP_000725596.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_111864_113400_pos,NWMN_RS00500,WP_000065035.1,,111864,113400,pos,,bifunctional metallophosphatase/5'-nucleotidase,Genbank:WP_000065035.1,COORDINATES: similar to AA sequence:RefSeq:YP_498707.1,CDS,cds-WP_000065035.1,gene-NWMN_RS00500,WP_000065035.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_113483_113687_pos,NWMN_RS00505,WP_001795504.1,,113483,113687,pos,,hypothetical protein,Genbank:WP_001795504.1,COORDINATES: similar to AA sequence:RefSeq:YP_498708.1,CDS,cds-WP_001795504.1,gene-NWMN_RS00505,WP_001795504.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_113911_114820_pos,NWMN_RS15665,,,113911,114820,pos,true,replication initiation factor domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_002440612.1,CDS,cds-NWMN_RS15665,gene-NWMN_RS15665,,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_114903_115191_pos,NWMN_RS00520,WP_000469917.1,,114903,115191,pos,,hypothetical protein,Genbank:WP_000469917.1,COORDINATES: similar to AA sequence:RefSeq:YP_498711.1,CDS,cds-WP_000469917.1,gene-NWMN_RS00520,WP_000469917.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_115269_115533_pos,NWMN_RS15670,WP_001802674.1,,115269,115533,pos,,hypothetical protein,Genbank:WP_001802674.1,COORDINATES: similar to AA sequence:RefSeq:WP_002459726.1,CDS,cds-WP_001802674.1,gene-NWMN_RS15670,WP_001802674.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_115580_116065_pos,NWMN_RS15675,,tnpA,115580,116065,pos,true,IS200/IS605 family transposase,,COORDINATES: similar to AA sequence:RefSeq:YP_500412.1,CDS,cds-NWMN_RS15675,gene-NWMN_RS15675,,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_116514_119124_pos,NWMN_RS00530,WP_000955777.1,adhE,116514,119124,pos,,bifunctional acetaldehyde-CoA/alcohol dehydrogenase,Genbank:WP_000955777.1,COORDINATES: similar to AA sequence:RefSeq:YP_498713.1,CDS,cds-WP_000955777.1,gene-NWMN_RS00530,WP_000955777.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_119468_120137_pos,NWMN_RS00535,WP_000446299.1,,119468,120137,pos,,capsular polysaccharide type 5/8 biosynthesis protein CapA,Genbank:WP_000446299.1,COORDINATES: similar to AA sequence:RefSeq:YP_498714.1,CDS,cds-WP_000446299.1,gene-NWMN_RS00535,WP_000446299.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_120152_120839_pos,NWMN_RS00540,WP_000037332.1,,120152,120839,pos,,tyrosine-protein kinase,Genbank:WP_000037332.1,COORDINATES: similar to AA sequence:RefSeq:YP_498715.1,CDS,cds-WP_000037332.1,gene-NWMN_RS00540,WP_000037332.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_120841_121606_pos,NWMN_RS00545,WP_000565302.1,,120841,121606,pos,,tyrosine-protein phosphatase,Genbank:WP_000565302.1,COORDINATES: similar to AA sequence:RefSeq:YP_498716.1,CDS,cds-WP_000565302.1,gene-NWMN_RS00545,WP_000565302.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_121625_123449_pos,NWMN_RS00550,WP_000940792.1,,121625,123449,pos,,polysaccharide biosynthesis protein,Genbank:WP_000940792.1,COORDINATES: similar to AA sequence:RefSeq:YP_498717.1,CDS,cds-WP_000940792.1,gene-NWMN_RS00550,WP_000940792.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_123438_124467_pos,NWMN_RS00555,WP_000459054.1,,123438,124467,pos,,NAD-dependent epimerase/dehydratase family protein,Genbank:WP_000459054.1,COORDINATES: similar to AA sequence:RefSeq:YP_498718.1,CDS,cds-WP_000459054.1,gene-NWMN_RS00555,WP_000459054.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_124479_125589_pos,NWMN_RS00560,WP_001028293.1,,124479,125589,pos,,capsular polysaccharide biosynthesis protein CapF,Genbank:WP_001028293.1,COORDINATES: similar to AA sequence:RefSeq:YP_498719.1,CDS,cds-WP_001028293.1,gene-NWMN_RS00560,WP_001028293.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_125592_126717_pos,NWMN_RS00565,WP_000413171.1,,125592,126717,pos,,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),Genbank:WP_000413171.1,COORDINATES: similar to AA sequence:RefSeq:YP_498720.1,CDS,cds-WP_000413171.1,gene-NWMN_RS00565,WP_000413171.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_126719_127346_pos,NWMN_RS00570,WP_001216898.1,,126719,127346,pos,,O-acetyltransferase,Genbank:WP_001216898.1,COORDINATES: similar to AA sequence:RefSeq:YP_498721.1,CDS,cds-WP_001216898.1,gene-NWMN_RS00570,WP_001216898.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_127350_128460_pos,NWMN_RS00575,WP_001221639.1,,127350,128460,pos,,glycosyltransferase,Genbank:WP_001221639.1,COORDINATES: similar to AA sequence:RefSeq:YP_498722.1,CDS,cds-WP_001221639.1,gene-NWMN_RS00575,WP_001221639.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_128473_129640_pos,NWMN_RS00580,WP_000668180.1,,128473,129640,pos,,O-antigen ligase family protein,Genbank:WP_000668180.1,COORDINATES: similar to AA sequence:RefSeq:YP_498723.1,CDS,cds-WP_000668180.1,gene-NWMN_RS00580,WP_000668180.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_129632_130838_pos,NWMN_RS00585,WP_001085819.1,,129632,130838,pos,,capsular polysaccharide biosynthesis protein,Genbank:WP_001085819.1,COORDINATES: similar to AA sequence:RefSeq:YP_498724.1,CDS,cds-WP_001085819.1,gene-NWMN_RS00585,WP_001085819.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_130838_132044_pos,NWMN_RS00590,WP_001291022.1,,130838,132044,pos,,glycosyltransferase family 4 protein,Genbank:WP_001291022.1,COORDINATES: similar to AA sequence:RefSeq:YP_498725.1,CDS,cds-WP_001291022.1,gene-NWMN_RS00590,WP_001291022.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_132054_132612_pos,NWMN_RS00595,WP_000825098.1,,132054,132612,pos,,sugar transferase,Genbank:WP_000825098.1,COORDINATES: similar to AA sequence:RefSeq:YP_498726.1,CDS,cds-WP_000825098.1,gene-NWMN_RS00595,WP_000825098.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_132611_133499_pos,NWMN_RS00600,WP_001230670.1,,132611,133499,pos,,capsular polysaccharide type 5/8 biosynthesis epimerase CapN,Genbank:WP_001230670.1,COORDINATES: similar to AA sequence:RefSeq:YP_498727.1,CDS,cds-WP_001230670.1,gene-NWMN_RS00600,WP_001230670.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_133552_134815_pos,NWMN_RS00605,WP_000779497.1,,133552,134815,pos,,nucleotide sugar dehydrogenase,Genbank:WP_000779497.1,COORDINATES: similar to AA sequence:RefSeq:YP_498728.1,CDS,cds-WP_000779497.1,gene-NWMN_RS00605,WP_000779497.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_134891_136037_pos,NWMN_RS00610,WP_000723454.1,,134891,136037,pos,,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),Genbank:WP_000723454.1,COORDINATES: similar to AA sequence:RefSeq:YP_498729.1,CDS,cds-WP_000723454.1,gene-NWMN_RS00610,WP_000723454.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_136101_136428_neg,NWMN_RS00615,WP_000480603.1,isdI,136101,136428,neg,,staphylobilin-forming heme oxygenase IsdI,Genbank:WP_000480603.1,COORDINATES: similar to AA sequence:RefSeq:YP_498730.1,CDS,cds-WP_000480603.1,gene-NWMN_RS00615,WP_000480603.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_136434_136818_neg,NWMN_RS00620,WP_001237004.1,,136434,136818,neg,,YbaN family protein,Genbank:WP_001237004.1,COORDINATES: similar to AA sequence:RefSeq:YP_498731.1,CDS,cds-WP_001237004.1,gene-NWMN_RS00620,WP_001237004.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_137244_138732_pos,NWMN_RS00625,WP_000290400.1,,137244,138732,pos,,aldehyde dehydrogenase family protein,Genbank:WP_000290400.1,COORDINATES: similar to AA sequence:RefSeq:YP_498732.1,CDS,cds-WP_000290400.1,gene-NWMN_RS00625,WP_000290400.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_139377_140337_pos,NWMN_RS00630,WP_001013484.1,,139377,140337,pos,,cation transporter,Genbank:WP_001013484.1,COORDINATES: similar to AA sequence:RefSeq:YP_498733.1,CDS,cds-WP_001013484.1,gene-NWMN_RS00630,WP_001013484.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_140398_140602_neg,NWMN_RS00635,WP_000356963.1,,140398,140602,neg,,hypothetical protein,Genbank:WP_000356963.1,COORDINATES: similar to AA sequence:RefSeq:YP_498734.1,CDS,cds-WP_000356963.1,gene-NWMN_RS00635,WP_000356963.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_140780_141293_pos,NWMN_RS00640,WP_000171919.1,,140780,141293,pos,,DUF4242 domain-containing protein,Genbank:WP_000171919.1,COORDINATES: similar to AA sequence:RefSeq:YP_498735.1,CDS,cds-WP_000171919.1,gene-NWMN_RS00640,WP_000171919.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_141634_142375_pos,NWMN_RS00645,WP_000590849.1,,141634,142375,pos,,ABC transporter ATP-binding protein,Genbank:WP_000590849.1,COORDINATES: similar to AA sequence:RefSeq:YP_498736.1,CDS,cds-WP_000590849.1,gene-NWMN_RS00645,WP_000590849.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_142388_143363_pos,NWMN_RS00650,WP_000826685.1,,142388,143363,pos,,ABC transporter substrate-binding protein,Genbank:WP_000826685.1,COORDINATES: similar to AA sequence:RefSeq:YP_498737.1,CDS,cds-WP_000826685.1,gene-NWMN_RS00650,WP_000826685.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_143359_144121_pos,NWMN_RS00655,WP_000197958.1,,143359,144121,pos,,ABC transporter permease,Genbank:WP_000197958.1,COORDINATES: similar to AA sequence:RefSeq:YP_498738.1,CDS,cds-WP_000197958.1,gene-NWMN_RS00655,WP_000197958.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_144133_145165_pos,NWMN_RS00660,WP_000171648.1,,144133,145165,pos,,acyl-CoA/acyl-ACP dehydrogenase,Genbank:WP_000171648.1,COORDINATES: similar to AA sequence:RefSeq:YP_498739.1,CDS,cds-WP_000171648.1,gene-NWMN_RS00660,WP_000171648.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_145381_145741_pos,NWMN_RS00665,WP_001092004.1,,145381,145741,pos,,DUF2294 domain-containing protein,Genbank:WP_001092004.1,COORDINATES: similar to AA sequence:RefSeq:YP_498740.1,CDS,cds-WP_001092004.1,gene-NWMN_RS00665,WP_001092004.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_145913_146939_pos,NWMN_RS00670,WP_000706137.1,,145913,146939,pos,,NAD-dependent formate dehydrogenase,Genbank:WP_000706137.1,COORDINATES: similar to AA sequence:RefSeq:YP_498741.1,CDS,cds-WP_000706137.1,gene-NWMN_RS00670,WP_000706137.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_147324_148575_pos,NWMN_RS00675,WP_000826862.1,,147324,148575,pos,,MFS transporter,Genbank:WP_000826862.1,COORDINATES: similar to AA sequence:RefSeq:YP_498742.1,CDS,cds-WP_000826862.1,gene-NWMN_RS00675,WP_000826862.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_149021_156197_pos,NWMN_RS00680,WP_000605282.1,,149021,156197,pos,,non-ribosomal peptide synthetase,Genbank:WP_000605282.1,COORDINATES: similar to AA sequence:RefSeq:YP_498743.1,CDS,cds-WP_000605282.1,gene-NWMN_RS00680,WP_000605282.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_156209_156854_pos,NWMN_RS00685,WP_000215724.1,,156209,156854,pos,,4'-phosphopantetheinyl transferase superfamily protein,Genbank:WP_000215724.1,COORDINATES: similar to AA sequence:RefSeq:YP_498744.1,CDS,cds-WP_000215724.1,gene-NWMN_RS00685,WP_000215724.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_157181_157661_neg,NWMN_RS00690,WP_001802886.1,,157181,157661,neg,,YagU family protein,Genbank:WP_001802886.1,COORDINATES: similar to AA sequence:RefSeq:YP_498745.1,CDS,cds-WP_001802886.1,gene-NWMN_RS00690,WP_001802886.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_157930_158695_neg,NWMN_RS00695,WP_000668894.1,argB,157930,158695,neg,,acetylglutamate kinase,Genbank:WP_000668894.1,COORDINATES: similar to AA sequence:RefSeq:YP_498746.1,CDS,cds-WP_000668894.1,gene-NWMN_RS00695,WP_000668894.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_158710_159952_neg,NWMN_RS00700,WP_000682611.1,argJ,158710,159952,neg,,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ,Genbank:WP_000682611.1,COORDINATES: similar to AA sequence:RefSeq:YP_498747.1,CDS,cds-WP_000682611.1,gene-NWMN_RS00700,WP_000682611.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_159963_160995_neg,NWMN_RS00705,WP_000598483.1,,159963,160995,neg,,N-acetyl-gamma-glutamyl-phosphate reductase,Genbank:WP_000598483.1,COORDINATES: similar to AA sequence:RefSeq:YP_498748.1,CDS,cds-WP_000598483.1,gene-NWMN_RS00705,WP_000598483.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_161033_162218_neg,NWMN_RS00710,WP_001084440.1,rocD,161033,162218,neg,,ornithine--oxo-acid transaminase,Genbank:WP_001084440.1,COORDINATES: similar to AA sequence:RefSeq:YP_498749.1,CDS,cds-WP_001084440.1,gene-NWMN_RS00710,WP_001084440.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_162470_163826_neg,NWMN_RS00715,WP_000728173.1,brnQ,162470,163826,neg,,branched-chain amino acid transport system II carrier protein,Genbank:WP_000728173.1,COORDINATES: similar to AA sequence:RefSeq:YP_498750.1,CDS,cds-WP_000728173.1,gene-NWMN_RS00715,WP_000728173.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_164101_164659_neg,NWMN_RS00720,WP_000606890.1,,164101,164659,neg,,isochorismatase family protein,Genbank:WP_000606890.1,COORDINATES: similar to AA sequence:RefSeq:WP_000606891.1,CDS,cds-WP_000606890.1,gene-NWMN_RS00720,WP_000606890.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_164725_166366_neg,NWMN_RS00725,WP_000813555.1,,164725,166366,neg,,alpha-keto acid decarboxylase family protein,Genbank:WP_000813555.1,COORDINATES: similar to AA sequence:RefSeq:YP_498752.1,CDS,cds-WP_000813555.1,gene-NWMN_RS00725,WP_000813555.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_166559_166661_pos,NWMN_RS00730,WP_000979526.1,,166559,166661,pos,,hypothetical protein,Genbank:WP_000979526.1,COORDINATES: similar to AA sequence:RefSeq:YP_498753.1,CDS,cds-WP_000979526.1,gene-NWMN_RS00730,WP_000979526.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_166639_168685_neg,NWMN_RS00735,WP_001227724.1,,166639,168685,neg,,PTS glucose EIICBA component,Genbank:WP_001227724.1,COORDINATES: similar to AA sequence:RefSeq:WP_017431573.1,CDS,cds-WP_001227724.1,gene-NWMN_RS00735,WP_001227724.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_169285_170326_pos,NWMN_RS00740,WP_001802887.1,,169285,170326,pos,,DUF871 domain-containing protein,Genbank:WP_001802887.1,COORDINATES: similar to AA sequence:RefSeq:YP_498755.1,CDS,cds-WP_001802887.1,gene-NWMN_RS00740,WP_001802887.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_170325_171222_pos,NWMN_RS00745,WP_000432017.1,murQ,170325,171222,pos,,N-acetylmuramic acid 6-phosphate etherase,Genbank:WP_000432017.1,COORDINATES: similar to AA sequence:RefSeq:YP_498756.1,CDS,cds-WP_000432017.1,gene-NWMN_RS00745,WP_000432017.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_171233_172688_pos,NWMN_RS00750,WP_000159750.1,,171233,172688,pos,,permease,Genbank:WP_000159750.1,COORDINATES: similar to AA sequence:RefSeq:YP_498757.1,CDS,cds-WP_000159750.1,gene-NWMN_RS00750,WP_000159750.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_172690_173566_pos,NWMN_RS00755,WP_000181832.1,,172690,173566,pos,,MurR/RpiR family transcriptional regulator,Genbank:WP_000181832.1,COORDINATES: similar to AA sequence:RefSeq:YP_498758.1,CDS,cds-WP_000181832.1,gene-NWMN_RS00755,WP_000181832.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_173759_174041_neg,NWMN_RS00760,WP_001550030.1,,173759,174041,neg,,hypothetical protein,Genbank:WP_001550030.1,COORDINATES: similar to AA sequence:RefSeq:YP_498759.1,CDS,cds-WP_001550030.1,gene-NWMN_RS00760,WP_001550030.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_174253_177043_pos,NWMN_RS00765,WP_000331347.1,,174253,177043,pos,,type I restriction endonuclease subunit R,Genbank:WP_000331347.1,COORDINATES: similar to AA sequence:RefSeq:YP_498760.1,CDS,cds-WP_000331347.1,gene-NWMN_RS00765,WP_000331347.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_177247_178090_pos,NWMN_RS00770,WP_000370334.1,,177247,178090,pos,,sce7726 family protein,Genbank:WP_000370334.1,COORDINATES: similar to AA sequence:RefSeq:YP_498761.1,CDS,cds-WP_000370334.1,gene-NWMN_RS00770,WP_000370334.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_178091_179015_pos,NWMN_RS00775,WP_000291761.1,,178091,179015,pos,,sce7725 family protein,Genbank:WP_000291761.1,COORDINATES: similar to AA sequence:RefSeq:YP_498762.1,CDS,cds-WP_000291761.1,gene-NWMN_RS00775,WP_000291761.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_179001_180114_pos,NWMN_RS00780,WP_000686457.1,,179001,180114,pos,,RES family NAD+ phosphorylase,Genbank:WP_000686457.1,COORDINATES: similar to AA sequence:RefSeq:YP_498763.1,CDS,cds-WP_000686457.1,gene-NWMN_RS00780,WP_000686457.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_180378_181971_neg,NWMN_RS00785,WP_000067349.1,,180378,181971,neg,,ABC transporter ATP-binding protein,Genbank:WP_000067349.1,COORDINATES: similar to AA sequence:RefSeq:YP_498764.1,CDS,cds-WP_000067349.1,gene-NWMN_RS00785,WP_000067349.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_181927_183406_pos,NWMN_RS00790,WP_001797475.1,,181927,183406,pos,,ABC transporter permease,Genbank:WP_001797475.1,COORDINATES: similar to AA sequence:RefSeq:YP_498765.1,CDS,cds-WP_001797475.1,gene-NWMN_RS00790,WP_001797475.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_183411_184575_pos,NWMN_RS00795,WP_000057899.1,,183411,184575,pos,,ABC transporter permease,Genbank:WP_000057899.1,COORDINATES: similar to AA sequence:RefSeq:YP_498766.1,CDS,cds-WP_000057899.1,gene-NWMN_RS00795,WP_000057899.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_184591_186367_pos,NWMN_RS00800,WP_000720804.1,,184591,186367,pos,,peptide ABC transporter substrate-binding protein,Genbank:WP_000720804.1,COORDINATES: similar to AA sequence:RefSeq:YP_498767.1,CDS,cds-WP_000720804.1,gene-NWMN_RS00800,WP_000720804.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_186404_188411_pos,NWMN_RS00805,WP_000236429.1,ggt,186404,188411,pos,,gamma-glutamyltransferase,Genbank:WP_000236429.1,COORDINATES: similar to AA sequence:RefSeq:YP_498768.1,CDS,cds-WP_000236429.1,gene-NWMN_RS00805,WP_000236429.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_188708_189482_neg,NWMN_RS00810,WP_000643615.1,,188708,189482,neg,,tandem-type lipoprotein,Genbank:WP_000643615.1,COORDINATES: similar to AA sequence:RefSeq:YP_498769.1,CDS,cds-WP_000643615.1,gene-NWMN_RS00810,WP_000643615.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_189671_190298_neg,NWMN_RS00815,WP_001151451.1,,189671,190298,neg,,FMN-dependent NADH-azoreductase,Genbank:WP_001151451.1,COORDINATES: similar to AA sequence:RefSeq:YP_498770.1,CDS,cds-WP_001151451.1,gene-NWMN_RS00815,WP_001151451.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_190506_191085_pos,NWMN_RS00820,WP_000166917.1,,190506,191085,pos,,M23 family metallopeptidase,Genbank:WP_000166917.1,COORDINATES: similar to AA sequence:RefSeq:YP_498771.1,CDS,cds-WP_000166917.1,gene-NWMN_RS00820,WP_000166917.1,CDS,11,Protein Homology,0,,,
CDS_NC_009641.1_191467_192565_pos,NWMN_RS00825,WP_000818914.1,ugpC,191467,192565,pos,,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,Genbank:WP_000818914.1,COORDINATES: similar to AA sequence:RefSeq:YP_498772.1,CDS,cds-WP_000818914.1,gene-NWMN_RS00825,WP_000818914.1,CDS,11,Protein Homology,0,,,
