,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,db_xref,EC_number,old_locus_tag,inference
CDS_CP065825.1_134127_135222_pos,CP065825.1,I8N74_00660,QPV94479.1,,134127,135222,pos,,ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229447.1
CDS_CP065825.1_135318_136035_pos,CP065825.1,I8N74_00665,QPV92266.1,rph,135318,136035,pos,,ribonuclease PH,,2.7.7.56,,COORDINATES: similar to AA sequence:RefSeq:WP_006803115.1
CDS_CP065825.1_136145_136787_pos,CP065825.1,I8N74_00670,QPV92267.1,pyrE,136145,136787,pos,,orotate phosphoribosyltransferase,,2.4.2.10,,COORDINATES: similar to AA sequence:RefSeq:YP_005229445.1
CDS_CP065825.1_136822_137839_neg,CP065825.1,I8N74_00675,QPV92268.1,,136822,137839,neg,,SMP-30/gluconolactonase/LRE family protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_008806830.1
CDS_CP065825.1_138014_138611_neg,CP065825.1,I8N74_00680,QPV92269.1,slmA,138014,138611,neg,,nucleoid occlusion factor SlmA,,,,COORDINATES: similar to AA sequence:RefSeq:WP_000818604.1
CDS_CP065825.1_138735_139194_neg,CP065825.1,I8N74_00685,QPV92270.1,dut,138735,139194,neg,,dUTP diphosphatase,,3.6.1.23,,COORDINATES: similar to AA sequence:RefSeq:WP_000976070.1
CDS_CP065825.1_139171_140386_neg,CP065825.1,I8N74_00690,QPV94480.1,coaBC,139171,140386,neg,,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,,4.1.1.36,,COORDINATES: similar to AA sequence:RefSeq:NP_418096.4
CDS_CP065825.1_140558_141224_pos,CP065825.1,I8N74_00695,QPV92271.1,radC,140558,141224,pos,,DNA repair protein RadC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229441.1
CDS_CP065825.1_141440_141677_pos,CP065825.1,I8N74_00700,QPV92272.1,rpmB,141440,141677,pos,,50S ribosomal protein L28,,,,COORDINATES: similar to AA sequence:RefSeq:WP_008457442.1
CDS_CP065825.1_141697_141865_pos,CP065825.1,I8N74_00705,QPV92273.1,rpmG,141697,141865,pos,,50S ribosomal protein L33,,,,COORDINATES: similar to AA sequence:RefSeq:WP_010847629.1
CDS_CP065825.1_142000_142810_pos,CP065825.1,I8N74_00710,QPV92274.1,mutM,142000,142810,pos,,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,,3.2.2.23,,COORDINATES: similar to AA sequence:RefSeq:YP_005229438.1
CDS_CP065825.1_142998_143478_neg,CP065825.1,I8N74_00715,QPV92275.1,coaD,142998,143478,neg,,pantetheine-phosphate adenylyltransferase,,2.7.7.3,,COORDINATES: similar to AA sequence:RefSeq:YP_005229437.1
CDS_CP065825.1_143474_144251_neg,CP065825.1,I8N74_00720,QPV92276.1,,143474,144251,neg,,glycosyltransferase family 2 protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229436.1
CDS_CP065825.1_144250_145525_neg,CP065825.1,I8N74_00725,QPV92277.1,waaA,144250,145525,neg,,lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase,,2.4.99.12,,COORDINATES: similar to AA sequence:RefSeq:YP_005229435.1
CDS_CP065825.1_145616_146606_neg,CP065825.1,I8N74_00730,QPV92278.1,,145616,146606,neg,,glycosyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229434.1
CDS_CP065825.1_146635_147730_neg,CP065825.1,I8N74_00735,QPV92279.1,,146635,147730,neg,,glycosyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229433.1
CDS_CP065825.1_147732_148860_neg,CP065825.1,I8N74_00740,QPV92280.1,,147732,148860,neg,,glycosyltransferase family 4 protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229432.1
CDS_CP065825.1_148856_149933_neg,CP065825.1,I8N74_00745,QPV92281.1,rfaQ,148856,149933,neg,,putative lipopolysaccharide heptosyltransferase III,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229431.1
CDS_CP065825.1_150044_151007_pos,CP065825.1,I8N74_00750,QPV92282.1,,150044,151007,pos,,polysaccharide deacetylase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229430.1
CDS_CP065825.1_151025_152105_pos,CP065825.1,I8N74_00755,QPV92283.1,,151025,152105,pos,,glycosyltransferase family 9 protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004205059.1
CDS_CP065825.1_152148_153318_neg,CP065825.1,I8N74_00760,QPV92284.1,,152148,153318,neg,,O-antigen ligase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229426.1
CDS_CP065825.1_153295_154204_neg,CP065825.1,I8N74_00765,QPV92285.1,,153295,154204,neg,,sugar glycosyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229425.1
CDS_CP065825.1_154203_155175_neg,CP065825.1,I8N74_00770,QPV92286.1,rfaC,154203,155175,neg,,lipopolysaccharide heptosyltransferase RfaC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229424.1
CDS_CP065825.1_155178_156237_neg,CP065825.1,I8N74_00775,QPV92287.1,rfaF,155178,156237,neg,,ADP-heptose--LPS heptosyltransferase RfaF,,2.4.1.-,,COORDINATES: similar to AA sequence:RefSeq:WP_012540314.1
CDS_CP065825.1_156246_157179_neg,CP065825.1,I8N74_00780,QPV92288.1,rfaD,156246,157179,neg,,ADP-glyceromanno-heptose 6-epimerase,,5.1.3.20,,COORDINATES: similar to AA sequence:RefSeq:WP_020233050.1
CDS_CP065825.1_157392_158586_pos,CP065825.1,I8N74_00785,QPV92289.1,kbl,157392,158586,pos,,glycine C-acetyltransferase,,2.3.1.29,,COORDINATES: similar to AA sequence:RefSeq:YP_005229421.1
CDS_CP065825.1_158598_159624_pos,CP065825.1,I8N74_00790,QPV92290.1,tdh,158598,159624,pos,,L-threonine 3-dehydrogenase,,1.1.1.103,,COORDINATES: similar to AA sequence:RefSeq:WP_005120462.1
CDS_CP065825.1_159792_160581_pos,CP065825.1,I8N74_00795,QPV92291.1,,159792,160581,pos,,glycosyltransferase family 2 protein,,,,COORDINATES: similar to AA sequence:RefSeq:WP_012540315.1
CDS_CP065825.1_160586_161534_neg,CP065825.1,I8N74_00800,QPV92292.1,,160586,161534,neg,,divergent polysaccharide deacetylase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229418.1
CDS_CP065825.1_161537_162809_neg,CP065825.1,I8N74_00805,QPV92293.1,envC,161537,162809,neg,,murein hydrolase activator EnvC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229417.1
CDS_CP065825.1_162818_164363_neg,CP065825.1,I8N74_00810,QPV92294.1,gpmM,162818,164363,neg,,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",,5.4.2.12,,COORDINATES: similar to AA sequence:RefSeq:YP_005229416.1
CDS_CP065825.1_164608_165040_pos,CP065825.1,I8N74_00815,QPV92295.1,,164608,165040,pos,,rhodanese-like domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229415.1
CDS_CP065825.1_165144_165396_pos,CP065825.1,I8N74_00820,QPV92296.1,grxC,165144,165396,pos,,glutaredoxin 3,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229414.1
CDS_CP065825.1_165456_165924_pos,CP065825.1,I8N74_00825,QPV92297.1,secB,165456,165924,pos,,protein-export chaperone SecB,,,,COORDINATES: similar to AA sequence:RefSeq:WP_015369180.1
CDS_CP065825.1_165923_166943_pos,CP065825.1,I8N74_00830,QPV92298.1,gpsA,165923,166943,pos,,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,,1.1.1.94,,COORDINATES: similar to AA sequence:RefSeq:YP_005229412.1
CDS_CP065825.1_167016_167838_pos,CP065825.1,I8N74_00835,QPV92299.1,cysE,167016,167838,pos,,serine O-acetyltransferase,,2.3.1.30,,COORDINATES: similar to AA sequence:RefSeq:WP_001112113.1
CDS_CP065825.1_167919_168393_neg,CP065825.1,I8N74_00840,QPV92300.1,trmL,167919,168393,neg,,tRNA (uridine(34)/cytosine(34)/5- carboxymethylaminomethyluridine(34)-2'-O)- methyltransferase TrmL,,2.1.1.-,,COORDINATES: similar to AA sequence:RefSeq:WP_000932331.1
CDS_CP065825.1_168485_169670_neg,CP065825.1,I8N74_00845,QPV94481.1,lldD,168485,169670,neg,,FMN-dependent L-lactate dehydrogenase LldD,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229409.1
CDS_CP065825.1_169669_170443_neg,CP065825.1,I8N74_00850,QPV92301.1,lldR,169669,170443,neg,,transcriptional regulator LldR,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229408.1
CDS_CP065825.1_170439_172095_neg,CP065825.1,I8N74_00855,QPV92302.1,lldP,170439,172095,neg,,L-lactate permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229407.1
CDS_CP065825.1_172381_172744_neg,CP065825.1,I8N74_00860,QPV92303.1,,172381,172744,neg,,YibL family ribosome-associated protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229406.1
CDS_CP065825.1_173016_173241_pos,CP065825.1,I8N74_00865,QPV92304.1,,173016,173241,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229405.1
CDS_CP065825.1_173229_173826_neg,CP065825.1,I8N74_00870,QPV94482.1,mtlR,173229,173826,neg,,mannitol operon repressor MtlR,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229404.1
CDS_CP065825.1_173825_174974_neg,CP065825.1,I8N74_00875,QPV92305.1,mtlD,173825,174974,neg,,mannitol-1-phosphate 5-dehydrogenase,,1.1.1.17,,COORDINATES: similar to AA sequence:RefSeq:YP_005229403.1
CDS_CP065825.1_175074_176982_neg,CP065825.1,I8N74_00880,QPV92306.1,mtlA,175074,176982,neg,,PTS mannitol transporter subunit IICBA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229402.1
CDS_CP065825.1_177511_177842_pos,CP065825.1,I8N74_00885,,,177511,177842,pos,True,biotin/lipoyl-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229400.1
CDS_CP065825.1_177948_178557_pos,CP065825.1,I8N74_00890,QPV92307.1,,177948,178557,pos,,glutathione S-transferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229399.1
CDS_CP065825.1_178662_180051_pos,CP065825.1,I8N74_00895,QPV92308.1,selA,178662,180051,pos,,L-seryl-tRNA(Sec) selenium transferase,,2.9.1.1,,COORDINATES: similar to AA sequence:RefSeq:YP_005229398.1
CDS_CP065825.1_180047_181889_pos,CP065825.1,I8N74_00900,QPV92309.1,selB,180047,181889,pos,,selenocysteine-specific translation elongation factor,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229397.1
CDS_CP065825.1_181943_182024_pos,CP065825.1,I8N74_00905,QPV94483.1,,181943,182024,pos,,transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:WP_001310127.1
CDS_CP065825.1_182133_182619_pos,CP065825.1,I8N74_00910,QPV92310.1,,182133,182619,pos,,4Fe-4S binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229396.1
CDS_CP065825.1_182661_183918_neg,CP065825.1,I8N74_00915,QPV92311.1,avtA,182661,183918,neg,,valine--pyruvate transaminase,,2.6.1.66,,COORDINATES: similar to AA sequence:RefSeq:YP_005229395.1
CDS_CP065825.1_184089_186123_neg,CP065825.1,I8N74_00920,QPV92312.1,,184089,186123,neg,,alpha-amylase,,3.2.1.1,,COORDINATES: similar to AA sequence:RefSeq:YP_005229394.1
CDS_CP065825.1_186436_187255_pos,CP065825.1,I8N74_00925,QPV92313.1,,186436,187255,pos,,protein bax,,,,COORDINATES: similar to AA sequence:RefSeq:WP_004188166.1
CDS_CP065825.1_187294_188473_neg,CP065825.1,I8N74_00930,QPV92314.1,,187294,188473,neg,,XylR family transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229392.1
CDS_CP065825.1_188705_189887_neg,CP065825.1,I8N74_00935,QPV92315.1,,188705,189887,neg,,sugar ABC transporter permease,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229391.1
CDS_CP065825.1_189864_191406_neg,CP065825.1,I8N74_00940,QPV92316.1,,189864,191406,neg,,xylose ABC transporter ATP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229390.1
CDS_CP065825.1_191470_192526_neg,CP065825.1,I8N74_00945,QPV92317.1,xylF,191470,192526,neg,,D-xylose ABC transporter substrate-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229389.1
CDS_CP065825.1_192960_194283_pos,CP065825.1,I8N74_00950,QPV92318.1,xylA,192960,194283,pos,,xylose isomerase,,5.3.1.5,,COORDINATES: similar to AA sequence:RefSeq:YP_005229388.1
CDS_CP065825.1_194375_195830_pos,CP065825.1,I8N74_00955,QPV92319.1,xylB,194375,195830,pos,,xylulokinase,,2.7.1.17,,COORDINATES: similar to AA sequence:RefSeq:YP_005229387.1
CDS_CP065825.1_195998_196370_pos,CP065825.1,I8N74_00960,QPV92320.1,,195998,196370,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229386.1
CDS_CP065825.1_196401_196848_pos,CP065825.1,I8N74_00965,QPV92321.1,,196401,196848,pos,,YiaB family inner membrane protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229385.1
CDS_CP065825.1_196874_197870_neg,CP065825.1,I8N74_00970,QPV92322.1,,196874,197870,neg,,acyltransferase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229384.1
CDS_CP065825.1_198049_198349_pos,CP065825.1,I8N74_00975,QPV92323.1,,198049,198349,pos,,YsaB family lipoprotein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229383.1
CDS_CP065825.1_198476_199388_pos,CP065825.1,I8N74_00980,QPV92324.1,glyQ,198476,199388,pos,,glycine--tRNA ligase subunit alpha,,6.1.1.14,,COORDINATES: similar to AA sequence:RefSeq:YP_005229382.1
CDS_CP065825.1_199397_201467_pos,CP065825.1,I8N74_00985,QPV92325.1,glyS,199397,201467,pos,,glycine--tRNA ligase subunit beta,,6.1.1.14,,COORDINATES: similar to AA sequence:RefSeq:WP_001291772.1
CDS_CP065825.1_201792_201945_pos,CP065825.1,I8N74_00990,QPV92326.1,hokA,201792,201945,pos,,type I toxin-antitoxin system toxin HokA,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229380.1
CDS_CP065825.1_202246_203866_pos,CP065825.1,I8N74_00995,QPV92327.1,,202246,203866,pos,,ABC-F family ATP-binding cassette domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229379.1
CDS_CP065825.1_203964_204177_neg,CP065825.1,I8N74_01000,QPV92328.1,cspA,203964,204177,neg,,RNA chaperone/antiterminator CspA,,,,COORDINATES: similar to AA sequence:RefSeq:NP_312468.1
CDS_CP065825.1_204429_204720_neg,CP065825.1,I8N74_01005,QPV92329.1,,204429,204720,neg,,HTH-type transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229377.1
CDS_CP065825.1_204965_206321_neg,CP065825.1,I8N74_01010,QPV92330.1,,204965,206321,neg,,aromatic acid/H+ symport family MFS transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229376.1
CDS_CP065825.1_206761_207472_pos,CP065825.1,I8N74_01015,QPV92331.1,,206761,207472,pos,,DUF3053 domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229375.1
CDS_CP065825.1_207580_208552_neg,CP065825.1,I8N74_01020,QPV92332.1,ghrB,207580,208552,neg,,glyoxylate/hydroxypyruvate reductase GhrB,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229374.1
CDS_CP065825.1_208576_209857_neg,CP065825.1,I8N74_01025,QPV92333.1,,208576,209857,neg,,MFS transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229373.1
CDS_CP065825.1_209961_210897_neg,CP065825.1,I8N74_01030,QPV92334.1,,209961,210897,neg,,sugar kinase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229372.1
CDS_CP065825.1_210900_211650_neg,CP065825.1,I8N74_01035,QPV92335.1,,210900,211650,neg,,sugar phosphate isomerase/epimerase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229371.1
CDS_CP065825.1_211761_212778_neg,CP065825.1,I8N74_01040,QPV92336.1,,211761,212778,neg,,LacI family DNA-binding transcriptional regulator,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229370.1
CDS_CP065825.1_212881_213544_neg,CP065825.1,I8N74_01045,QPV92337.1,,212881,213544,neg,,OmpA family lipoprotein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229368.1
CDS_CP065825.1_213711_216042_pos,CP065825.1,I8N74_01050,QPV92338.1,,213711,216042,pos,,molybdopterin guanine dinucleotide-containing S/N-oxide reductase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229367.1
CDS_CP065825.1_216010_216451_neg,CP065825.1,I8N74_01055,QPV92339.1,,216010,216451,neg,,N-acetyltransferase,,2.3.1.-,,COORDINATES: similar to AA sequence:RefSeq:YP_005229366.1
CDS_CP065825.1_216428_217010_neg,CP065825.1,I8N74_01060,QPV92340.1,tag,216428,217010,neg,,DNA-3-methyladenine glycosylase I,,3.2.2.20,,COORDINATES: similar to AA sequence:RefSeq:YP_005229365.1
CDS_CP065825.1_217215_217797_pos,CP065825.1,I8N74_01065,QPV92341.1,,217215,217797,pos,,autotransporter outer membrane beta-barrel domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229364.1
CDS_CP065825.1_218038_219244_pos,CP065825.1,I8N74_01070,QPV92342.1,,218038,219244,pos,,MFS transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229363.1
CDS_CP065825.1_219486_221160_pos,CP065825.1,I8N74_01075,QPV92343.1,eptB,219486,221160,pos,,kdo(2)-lipid A phosphoethanolamine 7''-transferase,,2.7.8.42,,COORDINATES: similar to AA sequence:RefSeq:YP_005229362.1
CDS_CP065825.1_221351_222746_pos,CP065825.1,I8N74_01080,QPV92344.1,,221351,222746,pos,,ankyrin repeat domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229361.1
CDS_CP065825.1_223825_225433_pos,CP065825.1,I8N74_01095,QPV92345.1,,223825,225433,pos,,ABC transporter substrate-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:NP_462532.1
CDS_CP065825.1_225567_226587_pos,CP065825.1,I8N74_01100,QPV92346.1,dppB,225567,226587,pos,,dipeptide ABC transporter permease DppB,,,,COORDINATES: similar to AA sequence:RefSeq:WP_005133865.1
CDS_CP065825.1_226596_227499_pos,CP065825.1,I8N74_01105,QPV92347.1,dppC,226596,227499,pos,,dipeptide ABC transporter permease DppC,,,,COORDINATES: similar to AA sequence:RefSeq:WP_010426221.1
CDS_CP065825.1_227509_228493_pos,CP065825.1,I8N74_01110,QPV92348.1,dppD,227509,228493,pos,,dipeptide ABC transporter ATP-binding protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229355.1
CDS_CP065825.1_228489_229503_pos,CP065825.1,I8N74_01115,QPV92349.1,dppF,228489,229503,pos,,dipeptide ABC transporter ATP binding subunit DppF,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229354.1
CDS_CP065825.1_229521_229701_pos,CP065825.1,I8N74_01120,QPV92350.1,,229521,229701,pos,,hypothetical protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229353.1
CDS_CP065825.1_230018_230558_pos,CP065825.1,I8N74_01125,QPV92351.1,bcsO,230018,230558,pos,,cellulose biosynthesis protein BcsO,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229352.1
CDS_CP065825.1_230548_231352_pos,CP065825.1,I8N74_01130,QPV92352.1,yhjQ,230548,231352,pos,,cellulose synthase operon protein YhjQ,,,,COORDINATES: similar to AA sequence:RefSeq:WP_019724910.1
CDS_CP065825.1_231371_233483_pos,CP065825.1,I8N74_01135,QPV92353.1,bcsA,231371,233483,pos,,UDP-forming cellulose synthase catalytic subunit,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229350.1
CDS_CP065825.1_233479_235921_pos,CP065825.1,I8N74_01140,QPV92354.1,bcsB,233479,235921,pos,,cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229349.1
CDS_CP065825.1_235917_239970_pos,CP065825.1,I8N74_01145,QPV92355.1,,235917,239970,pos,,BCSC C-terminal domain-containing protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229348.1
CDS_CP065825.1_239969_240446_pos,CP065825.1,I8N74_01150,QPV92356.1,,239969,240446,pos,,cellulose synthase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229347.1
CDS_CP065825.1_240457_241459_pos,CP065825.1,I8N74_01155,QPV92357.1,,240457,241459,pos,,endoglucanase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229346.1
CDS_CP065825.1_241566_243234_neg,CP065825.1,I8N74_01160,QPV92358.1,bcsG,241566,243234,neg,,cellulose biosynthesis protein BcsG,,2.7.8.-,,COORDINATES: similar to AA sequence:RefSeq:YP_005229345.1
CDS_CP065825.1_243230_243428_neg,CP065825.1,I8N74_01165,QPV92359.1,bcsF,243230,243428,neg,,cellulose biosynthesis protein BcsF,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229344.1
CDS_CP065825.1_243427_244981_neg,CP065825.1,I8N74_01170,QPV92360.1,bcsE,243427,244981,neg,,cellulose biosynthesis protein BcsE,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229343.1
CDS_CP065825.1_245149_245338_pos,CP065825.1,I8N74_01175,QPV92361.1,,245149,245338,pos,,YhjR family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229342.1
CDS_CP065825.1_245349_246081_pos,CP065825.1,I8N74_01180,QPV92362.1,bcsQ,245349,246081,pos,,cellulose biosynthesis protein BcsQ,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229341.1
CDS_CP065825.1_246077_248696_pos,CP065825.1,I8N74_01185,QPV94484.1,bcsA,246077,248696,pos,,UDP-forming cellulose synthase catalytic subunit,,2.4.1.12,,COORDINATES: similar to AA sequence:RefSeq:YP_005229340.1
CDS_CP065825.1_248706_251052_pos,CP065825.1,I8N74_01190,QPV92363.1,bcsB,248706,251052,pos,,cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229339.1
CDS_CP065825.1_251055_252165_pos,CP065825.1,I8N74_01195,QPV92364.1,bcsZ,251055,252165,pos,,cellulase,,3.2.1.4,,COORDINATES: similar to AA sequence:RefSeq:YP_005229338.1
CDS_CP065825.1_252146_255626_pos,CP065825.1,I8N74_01200,QPV92365.1,bcsC,252146,255626,pos,,cellulose biosynthesis protein BcsC,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229337.1
CDS_CP065825.1_255844_257875_pos,CP065825.1,I8N74_01205,QPV94485.1,hmsP,255844,257875,pos,,biofilm formation regulator HmsP,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229335.1
CDS_CP065825.1_258031_259318_pos,CP065825.1,I8N74_01210,QPV92366.1,,258031,259318,pos,,dicarboxylate/amino acid:cation symporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229334.1
CDS_CP065825.1_259537_261040_pos,CP065825.1,I8N74_01215,QPV92367.1,,259537,261040,pos,,insulinase family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229333.1
CDS_CP065825.1_261094_262024_neg,CP065825.1,I8N74_01220,QPV92368.1,,261094,262024,neg,,sugar kinase,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229332.1
CDS_CP065825.1_262218_264270_pos,CP065825.1,I8N74_01225,QPV92369.1,,262218,264270,pos,,AsmA family protein,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229330.1
CDS_CP065825.1_264307_265630_neg,CP065825.1,I8N74_01230,QPV92370.1,,264307,265630,neg,,MHS family MFS transporter,,,,COORDINATES: similar to AA sequence:RefSeq:YP_005229329.1
